0,2.2816,4.5338,4.2862,3.792,4.5841,4.2702,3.7749,4.0621,1.3344,2.8279,1.4991,2.2399,3.3909,4.2157,3.9333,4.0238,3.0094,4.2871,3.5626,4.7206,4.3312,4.4405,4.0344,3.9927,4.4877,1.7671,1.708,2.6548,4.847,1.3522,1.1457,5.7471,4.3653,2.1067,4.1562,2.1135,4.071,1.7356,2.6786,3.8133,3.5186,5.1933,4.1464,0.22548,4.3461,3.1815,4.2269,3.2617,4.1182,4.27,3.9136,4.3307,3.9762,2.945,3.5951,3.9483,3.4855,3.3985,1.5842,3.747,4.6498,4.2716,4.6685,2.3392,4.096,5.056,3.9363,4.8244,3.0651,4.2004,4.1238,1.9404,4.0441,3.2886,4.2956,3.7043,2.1296,1.8993
2.2816,0,5.5059,3.2142,3.5283,4.794,3.0359,2.551,2.7759,2.65,0.85537,3.3973,1.1956,4.155,2.8901,2.6716,2.8571,1.7714,3.3312,2.1348,4.6585,4.1768,5.2141,3.6343,2.6915,3.2029,1.3206,3.2516,0.78725,3.663,2.388,1.7205,5.7296,3.0479,0.51368,2.8307,2.6433,3.7082,1.3677,2.254,2.6677,2.2892,4.704,2.8422,2.1752,4.1816,1.1433,3.12,1.7282,2.9749,4.2097,2.6196,3.0947,3.7769,1.9802,4.7163,4.8668,3.7669,4.1304,1.2225,3.5287,5.15,4.427,4.7187,2.0171,2.7572,4.3351,2.6144,5.0905,0.84166,3.5165,3.0174,2.7967,2.9191,4.0166,2.9328,2.9302,1.4003,1.4144
4.5338,5.5059,0,4.0995,2.7371,1.7089,4.3787,4.2931,4.4287,3.2432,5.2511,3.222,4.3951,1.3546,4.5253,4.3691,4.2241,4.343,3.8972,4.5891,2.2675,2.4473,0.50151,2.9259,4.4424,4.5194,4.1875,2.8387,6.2643,4.4394,3.3599,4.0001,2.4884,4.546,5.7601,4.5125,2.8709,2.8559,5.9606,3.452,4.1718,4.2923,3.2088,4.4742,4.3728,2.4656,5.4313,4.1506,4.7197,4.197,2.2745,4.4192,4.3944,2.5815,4.0105,0.94717,0.63948,1.9678,1.3846,4.3185,2.673,1.0872,1.8559,2.0374,3.5592,4.5231,3.6203,4.4679,1.6017,5.7336,3.4152,4.1354,2.7939,4.157,1.4945,4.6087,3.5875,4.1479,4.0935
4.2862,3.2142,4.0995,0,1.3715,2.5873,0.31774,0.66706,0.51835,3.432,2.4328,4.2701,2.2361,3.033,0.51304,0.57481,0.36412,1.4649,0.2213,1.1176,2.1464,1.7448,3.6223,1.1784,0.59085,0.42015,2.5853,3.7647,3.9096,0.56726,3.19,3.1405,3.0074,0.46676,3.7128,0.537,2.5722,1.2544,4.456,1.6456,0.54745,0.9252,1.7003,0.50174,4.0658,1.733,2.3338,0.10218,1.513,0.24793,1.8921,0.63886,0.3095,1.5205,1.3792,3.8161,3.6116,2.2235,2.978,2.8067,1.4415,3.2044,2.3018,2.3297,1.9618,0.59163,1.2005,0.66503,2.8547,2.8011,0.70551,0.1969,2.9215,0.29528,2.929,0.5651,0.67445,2.2272,2.4303
3.792,3.5283,2.7371,1.3715,0,1.3724,1.6421,1.5971,1.6994,2.639,2.9676,3.3347,2.3411,1.6868,1.7895,1.6513,1.4917,1.9023,1.1822,1.9642,1.1317,0.64859,2.2707,0.29057,1.7206,1.791,2.4376,2.7874,4.3089,1.7846,2.4844,2.7302,2.2021,1.8098,3.9466,1.7791,1.7264,0.29184,4.496,1.3066,1.4625,1.6592,1.4024,1.7404,3.568,0.65357,3.0305,1.4162,2.2027,1.4601,0.70033,1.7065,1.6596,0.25092,1.6009,2.4639,2.2403,0.87064,1.6306,2.6553,0.076657,1.9148,1.0265,1.2169,1.6218,1.7942,1.3695,1.7545,1.6699,3.4339,0.73562,1.3983,2.0155,1.422,1.5962,1.8718,0.87612,2.1831,2.2816
4.5841,4.794,1.7089,2.5873,1.3724,0,2.8947,2.9462,3.0066,3.274,4.3068,3.6933,3.5993,1.411,3.0696,2.9795,2.7958,3.2597,2.3691,3.3331,0.55875,0.84254,1.2098,1.4393,3.0416,2.9939,3.5848,3.1627,5.5812,2.8291,3.2357,3.6903,1.1933,3.0532,5.1687,3.0718,2.502,1.3551,5.6087,2.5415,2.8041,3.0288,1.5011,3.0325,4.3756,0.85487,4.3923,2.6586,3.5732,2.7391,0.70318,3.0397,2.896,1.1377,2.9454,1.9205,1.4828,1.1132,1.3712,3.7791,1.34,0.65339,0.36732,0.32854,2.7916,3.1001,1.9242,3.0859,0.30081,4.7814,1.882,2.6711,2.6447,2.7175,1.4408,3.1399,2.2307,3.4018,3.4452
4.2702,3.0359,4.3787,0.31774,1.6421,2.8947,0,0.51207,0.26113,3.5032,2.2254,4.3641,2.1387,3.272,0.20027,0.3684,0.25258,1.3393,0.53828,0.90361,2.462,2.0531,3.9075,1.4722,0.34547,0.22175,2.5314,3.8766,3.7025,0.62967,3.2457,3.1282,3.3226,0.16842,3.5427,0.23702,2.6797,1.5514,4.3168,1.7014,0.45753,0.78551,2.0048,0.20953,4.0541,2.0421,2.0933,0.23612,1.3104,0.19945,2.1961,0.4164,0.061933,1.8095,1.3265,4.0555,3.874,2.4726,3.218,2.7451,1.7082,3.5051,2.6011,2.6426,1.9885,0.30411,1.4864,0.4236,3.1655,2.5637,1.014,0.24792,3.0322,0.26578,3.1618,0.24788,0.85052,2.1662,2.3836
3.7749,2.551,4.2931,0.66706,1.5971,2.9462,0.51207,0,0.28805,3.0706,1.7661,3.9488,1.6267,3.0924,0.44389,0.15916,0.3062,0.82809,0.81643,0.46168,2.5864,2.1304,3.8467,1.513,0.22817,0.71877,2.026,3.4836,3.2426,1.1361,2.8011,2.6377,3.542,0.59037,3.0528,0.38719,2.295,1.5988,3.8128,1.2837,0.15036,0.27394,2.3026,0.37277,3.5612,2.1242,1.6804,0.57012,0.84695,0.42407,2.2456,0.15905,0.57399,1.8122,0.83159,3.8663,3.744,2.3344,3.0416,2.2372,1.6482,3.5116,2.6169,2.7361,1.5347,0.33852,1.844,0.20143,3.2349,2.1437,1.1599,0.47062,2.6461,0.37263,2.9702,0.5305,0.72102,1.66,1.8811
4.0621,2.7759,4.4287,0.51835,1.6994,3.0066,0.26113,0.28805,0,3.35,1.9643,4.224,1.9011,3.2711,0.15672,0.12898,0.21081,1.097,0.71858,0.64262,2.6048,2.1724,3.9689,1.5684,0.084484,0.44202,2.3105,3.7516,3.4415,0.88751,3.0833,2.9256,3.5082,0.30407,3.2835,0.10518,2.5585,1.6518,4.0626,1.5555,0.30278,0.5493,2.2167,0.084763,3.8488,2.1634,1.8363,0.41719,1.0495,0.28638,2.3035,0.15969,0.31884,1.8917,1.1196,4.0512,3.9005,2.4902,3.2186,2.5197,1.7589,3.598,2.695,2.7725,1.8178,0.094876,1.7173,0.16247,3.2865,2.3063,1.1502,0.35555,2.9108,0.29024,3.1542,0.24752,0.84516,1.9442,2.167
1.3344,2.65,3.2432,3.432,2.639,3.274,3.5032,3.0706,3.35,0,2.8073,0.89781,1.9444,2.0575,3.506,3.2256,3.2513,2.483,3.3755,3.0139,3.4567,3.1063,3.1169,2.9096,3.2987,3.7243,1.4844,0.60187,3.2932,3.9965,0.30008,0.93028,4.4519,3.6332,2.7355,3.4539,0.91615,2.9296,2.7542,1.8018,3.06,2.8633,4.0287,3.4332,1.1471,3.1233,3.122,3.3974,2.8422,3.3209,3.0229,3.227,3.5576,2.7863,2.2824,2.3246,2.6381,2.1964,2.0644,1.4691,2.582,3.3158,2.9775,3.3828,1.5404,3.4091,3.9811,3.2623,3.5038,3.2053,3.1739,3.3064,0.64437,3.2466,1.9543,3.5974,2.7779,1.7137,1.5093
2.8279,0.85537,5.2511,2.4328,2.9676,4.3068,2.2254,1.7661,1.9643,2.8073,0,3.6598,0.90653,3.9036,2.0666,1.8702,2.0695,1.0789,2.5732,1.3231,4.0911,3.606,4.8999,3.0206,1.8801,2.3781,1.323,3.3899,1.4782,2.8449,2.5121,1.9564,5.1355,2.2214,1.3674,2.0091,2.5093,3.1011,2.2169,1.818,1.8966,1.5232,4.0118,2.0244,2.6715,3.6073,0.35373,2.3344,0.92016,2.1872,3.667,1.8132,2.2819,3.218,1.3668,4.5593,4.624,3.3747,3.8692,1.372,2.9833,4.7426,3.942,4.1837,1.6978,1.9355,3.5964,1.8018,4.6075,0.48428,2.8235,2.2366,2.7546,2.1387,3.7636,2.1017,2.2522,1.1656,1.3182
1.4991,3.3973,3.222,4.2701,3.3347,3.6933,4.3641,3.9488,4.224,0.89781,3.6598,0,2.8235,2.3191,4.3788,4.1016,4.114,3.3806,4.1943,3.9091,3.9834,3.7056,3.2351,3.62,4.1763,4.5836,2.3458,0.55217,3.9552,4.8281,1.1936,1.7145,4.8859,4.5005,3.388,4.3286,1.6995,3.6253,3.2011,2.6688,3.9292,3.7503,4.6742,4.3061,1.4277,3.725,3.9862,4.2434,3.7395,4.1767,3.5927,4.1065,4.4165,3.4398,3.174,2.2782,2.7076,2.7249,2.3469,2.2934,3.2689,3.5786,3.455,3.867,2.4285,4.2869,4.7028,4.1433,3.8738,4.0301,3.9432,4.1572,1.356,4.1033,2.2609,4.4715,3.6031,2.6018,2.389
2.2399,1.1956,4.3951,2.2361,2.3411,3.5993,2.1387,1.6267,1.9011,1.9444,0.90653,2.8235,0,3.0412,2.0454,1.7767,1.9136,0.80542,2.3052,1.3389,3.4683,2.9889,4.0704,2.4649,1.8232,2.3421,0.49915,2.51,1.9823,2.7573,1.6448,1.1863,4.543,2.2029,1.6083,1.9839,1.6063,2.5351,2.2448,1.0585,1.7033,1.3541,3.5723,1.9816,2.0448,2.9945,1.1883,2.1556,1.022,2.0236,3.0166,1.7435,2.2006,2.588,0.87402,3.6697,3.7612,2.5869,3.0106,0.65569,2.3382,3.9703,3.2322,3.5241,0.84396,1.9168,3.2555,1.757,3.8963,1.3661,2.4035,2.0485,1.8485,1.9556,2.9011,2.1147,1.8203,0.25951,0.43523
3.3909,4.155,1.3546,3.033,1.6868,1.411,3.272,3.0924,3.2711,2.0575,3.9036,2.3191,3.0412,0,3.389,3.1918,3.0801,3.0315,2.8592,3.3319,1.8092,1.7008,1.09,1.9466,3.2696,3.4452,2.8393,1.8149,4.9183,3.4714,2.1096,2.7044,2.5885,3.4398,4.4236,3.3652,1.5337,1.902,4.6785,2.1221,2.989,3.0479,2.669,3.329,3.2037,1.7224,4.0956,3.0624,3.4188,3.0772,1.5394,3.2333,3.2998,1.6293,2.7018,0.78367,0.72072,0.81624,0.056673,2.9789,1.6114,1.2747,1.2536,1.642,2.208,3.3624,2.8993,3.2817,1.5608,4.3847,2.4219,3.0241,1.5119,3.0248,0.14018,3.4794,2.4314,2.7933,2.7413
